model,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,mkt_home,mkt_draw,mkt_away,odds_source,as_of,p_home,p_draw,p_away
ensemble,E0,2023-09-03,Crystal Palace,Wolves,3,2,0.5142,0.2706,0.2152,PSCH,2023-08-25,0.5076,0.2634,0.229
dixon-coles,E0,2023-09-03,Liverpool,Aston Villa,3,0,0.5945,0.2101,0.1954,PSCH,2023-08-25,0.6584,0.1906,0.151
elo-poisson,E0,2023-09-03,Liverpool,Aston Villa,3,0,0.5945,0.2101,0.1954,PSCH,2023-08-25,0.6144,0.2178,0.1677
gbm,E0,2023-09-03,Liverpool,Aston Villa,3,0,0.5945,0.2101,0.1954,PSCH,2023-08-25,0.7021,0.1703,0.1276
xg-dixon-coles,E0,2023-09-03,Liverpool,Aston Villa,3,0,0.5945,0.2101,0.1954,PSCH,2023-08-25,0.6321,0.1961,0.1718
ensemble,E0,2023-09-03,Liverpool,Aston Villa,3,0,0.5945,0.2101,0.1954,PSCH,2023-08-25,0.6527,0.1934,0.1539
dixon-coles,E0,2023-09-16,Wolves,Liverpool,1,3,0.2125,0.2182,0.5692,PSCH,2023-08-25,0.1534,0.2162,0.6304
elo-poisson,E0,2023-09-16,Wolves,Liverpool,1,3,0.2125,0.2182,0.5692,PSCH,2023-08-25,0.1558,0.2198,0.6244
gbm,E0,2023-09-16,Wolves,Liverpool,1,3,0.2125,0.2182,0.5692,PSCH,2023-08-25,0.2126,0.1943,0.5931
xg-dixon-coles,E0,2023-09-16,Wolves,Liverpool,1,3,0.2125,0.2182,0.5692,PSCH,2023-08-25,0.1595,0.2062,0.6344
ensemble,E0,2023-09-16,Wolves,Liverpool,1,3,0.2125,0.2182,0.5692,PSCH,2023-08-25,0.1691,0.2093,0.6216
dixon-coles,E0,2023-09-16,Aston Villa,Crystal Palace,3,1,0.4935,0.267,0.2395,PSCH,2023-08-25,0.4756,0.2687,0.2557
elo-poisson,E0,2023-09-16,Aston Villa,Crystal Palace,3,1,0.4935,0.267,0.2395,PSCH,2023-08-25,0.5241,0.246,0.2299
gbm,E0,2023-09-16,Aston Villa,Crystal Palace,3,1,0.4935,0.267,0.2395,PSCH,2023-08-25,0.541,0.2232,0.2358
xg-dixon-coles,E0,2023-09-16,Aston Villa,Crystal Palace,3,1,0.4935,0.267,0.2395,PSCH,2023-08-25,0.4643,0.277,0.2587
ensemble,E0,2023-09-16,Aston Villa,Crystal Palace,3,1,0.4935,0.267,0.2395,PSCH,2023-08-25,0.5013,0.2534,0.2453
dixon-coles,E0,2023-09-16,Fulham,Luton,1,0,0.5747,0.2543,0.171,PSCH,2023-08-25,0.6254,0.2194,0.1552
elo-poisson,E0,2023-09-16,Fulham,Luton,1,0,0.5747,0.2543,0.171,PSCH,2023-08-25,0.5159,0.2481,0.236
gbm,E0,2023-09-16,Fulham,Luton,1,0,0.5747,0.2543,0.171,PSCH,2023-08-25,0.4773,0.188,0.3347
xg-dixon-coles,E0,2023-09-16,Fulham,Luton,1,0,0.5747,0.2543,0.171,PSCH,2023-08-25,0.5834,0.2345,0.182
ensemble,E0,2023-09-16,Fulham,Luton,1,0,0.5747,0.2543,0.171,PSCH,2023-08-25,0.5552,0.2244,0.2204
dixon-coles,E0,2023-09-16,Man United,Brighton,1,3,0.4723,0.2507,0.277,PSCH,2023-08-25,0.4703,0.2429,0.2868
elo-poisson,E0,2023-09-16,Man United,Brighton,1,3,0.4723,0.2507,0.277,PSCH,2023-08-25,0.469,0.2582,0.2728
gbm,E0,2023-09-16,Man United,Brighton,1,3,0.4723,0.2507,0.277,PSCH,2023-08-25,0.6309,0.2213,0.1478
xg-dixon-coles,E0,2023-09-16,Man United,Brighton,1,3,0.4723,0.2507,0.277,PSCH,2023-08-25,0.4453,0.2296,0.3251
ensemble,E0,2023-09-16,Man United,Brighton,1,3,0.4723,0.2507,0.277,PSCH,2023-08-25,0.5069,0.2414,0.2516
dixon-coles,E0,2023-09-16,Tottenham,Sheffield United,2,1,0.7439,0.1533,0.1029,PSCH,2023-08-25,0.6796,0.1854,0.135
elo-poisson,E0,2023-09-16,Tottenham,Sheffield United,2,1,0.7439,0.1533,0.1029,PSCH,2023-08-25,0.6119,0.2187,0.1694
gbm,E0,2023-09-16,Tottenham,Sheffield United,2,1,0.7439,0.1533,0.1029,PSCH,2023-08-25,0.6919,0.1731,0.135
xg-dixon-coles,E0,2023-09-16,Tottenham,Sheffield United,2,1,0.7439,0.1533,0.1029,PSCH,2023-08-25,0.6619,0.1963,0.1418
ensemble,E0,2023-09-16,Tottenham,Sheffield United,2,1,0.7439,0.1533,0.1029,PSCH,2023-08-25,0.662,0.1931,0.1449
dixon-coles,E0,2023-09-16,West Ham,Man City,1,3,0.1772,0.2262,0.5967,PSCH,2023-08-25,0.1367,0.1858,0.6776
elo-poisson,E0,2023-09-16,West Ham,Man City,1,3,0.1772,0.2262,0.5967,PSCH,2023-08-25,0.1218,0.1969,0.6813
gbm,E0,2023-09-16,West Ham,Man City,1,3,0.1772,0.2262,0.5967,PSCH,2023-08-25,0.2591,0.1689,0.572
xg-dixon-coles,E0,2023-09-16,West Ham,Man City,1,3,0.1772,0.2262,0.5967,PSCH,2023-08-25,0.1416,0.1978,0.6605
ensemble,E0,2023-09-16,West Ham,Man City,1,3,0.1772,0.2262,0.5967,PSCH,2023-08-25,0.1587,0.1888,0.6525
dixon-coles,E0,2023-09-16,Newcastle,Brentford,1,0,0.5869,0.2336,0.1794,PSCH,2023-08-25,0.4981,0.2495,0.2524
elo-poisson,E0,2023-09-16,Newcastle,Brentford,1,0,0.5869,0.2336,0.1794,PSCH,2023-08-25,0.4963,0.2527,0.251
gbm,E0,2023-09-16,Newcastle,Brentford,1,0,0.5869,0.2336,0.1794,PSCH,2023-08-25,0.4984,0.3197,0.182
xg-dixon-coles,E0,2023-09-16,Newcastle,Brentford,1,0,0.5869,0.2336,0.1794,PSCH,2023-08-25,0.5158,0.2421,0.2422
ensemble,E0,2023-09-16,Newcastle,Brentford,1,0,0.5869,0.2336,0.1794,PSCH,2023-08-25,0.504,0.2653,0.2307
dixon-coles,E0,2023-09-17,Bournemouth,Chelsea,0,0,0.224,0.2448,0.5312,PSCH,2023-08-25,0.2421,0.2575,0.5003
elo-poisson,E0,2023-09-17,Bournemouth,Chelsea,0,0,0.224,0.2448,0.5312,PSCH,2023-08-25,0.3232,0.2681,0.4086
gbm,E0,2023-09-17,Bournemouth,Chelsea,0,0,0.224,0.2448,0.5312,PSCH,2023-08-25,0.2713,0.255,0.4737
xg-dixon-coles,E0,2023-09-17,Bournemouth,Chelsea,0,0,0.224,0.2448,0.5312,PSCH,2023-08-25,0.2578,0.2622,0.48
ensemble,E0,2023-09-17,Bournemouth,Chelsea,0,0,0.224,0.2448,0.5312,PSCH,2023-08-25,0.2728,0.2614,0.4657
dixon-coles,E0,2023-09-17,Everton,Arsenal,0,1,0.1621,0.2262,0.6117,PSCH,2023-08-25,0.1857,0.2167,0.5976
elo-poisson,E0,2023-09-17,Everton,Arsenal,0,1,0.1621,0.2262,0.6117,PSCH,2023-08-25,0.1509,0.2168,0.6323
gbm,E0,2023-09-17,Everton,Arsenal,0,1,0.1621,0.2262,0.6117,PSCH,2023-08-25,0.3024,0.1995,0.498
xg-dixon-coles,E0,2023-09-17,Everton,Arsenal,0,1,0.1621,0.2262,0.6117,PSCH,2023-08-25,0.1999,0.2148,0.5854
ensemble,E0,2023-09-17,Everton,Arsenal,0,1,0.1621,0.2262,0.6117,PSCH,2023-08-25,0.2047,0.2138,0.5815
dixon-coles,E0,2023-09-18,Nott'm Forest,Burnley,1,1,0.4567,0.2784,0.2649,PSCH,2023-08-25,0.319,0.2837,0.3973
elo-poisson,E0,2023-09-18,Nott'm Forest,Burnley,1,1,0.4567,0.2784,0.2649,PSCH,2023-08-25,0.3151,0.2675,0.4174
gbm,E0,2023-09-18,Nott'm Forest,Burnley,1,1,0.4567,0.2784,0.2649,PSCH,2023-08-25,0.4084,0.2169,0.3747
xg-dixon-coles,E0,2023-09-18,Nott'm Forest,Burnley,1,1,0.4567,0.2784,0.2649,PSCH,2023-08-25,0.3365,0.2845,0.379
ensemble,E0,2023-09-18,Nott'm Forest,Burnley,1,1,0.4567,0.2784,0.2649,PSCH,2023-08-25,0.3442,0.2626,0.3932
dixon-coles,E0,2023-09-23,Brentford,Everton,1,3,0.5011,0.2768,0.2221,PSCH,2023-09-22,0.5604,0.2462,0.1934
elo-poisson,E0,2023-09-23,Brentford,Everton,1,3,0.5011,0.2768,0.2221,PSCH,2023-09-22,0.6555,0.2015,0.143
gbm,E0,2023-09-23,Brentford,Everton,1,3,0.5011,0.2768,0.2221,PSCH,2023-09-22,0.6438,0.2148,0.1414
xg-dixon-coles,E0,2023-09-23,Brentford,Everton,1,3,0.5011,0.2768,0.2221,PSCH,2023-09-22,0.5905,0.2298,0.1797
ensemble,E0,2023-09-23,Brentford,Everton,1,3,0.5011,0.2768,0.2221,PSCH,2023-09-22,0.6134,0.2232,0.1634
dixon-coles,E0,2023-09-23,Luton,Wolves,1,1,0.2983,0.2956,0.406,PSCH,2023-09-22,0.297,0.3018,0.4012
elo-poisson,E0,2023-09-23,Luton,Wolves,1,1,0.2983,0.2956,0.406,PSCH,2023-09-22,0.3807,0.2672,0.3522
gbm,E0,2023-09-23,Luton,Wolves,1,1,0.2983,0.2956,0.406,PSCH,2023-09-22,0.4346,0.2824,0.283
xg-dixon-coles,E0,2023-09-23,Luton,Wolves,1,1,0.2983,0.2956,0.406,PSCH,2023-09-22,0.3333,0.3029,0.3638
ensemble,E0,2023-09-23,Luton,Wolves,1,1,0.2983,0.2956,0.406,PSCH,2023-09-22,0.3602,0.2902,0.3497
dixon-coles,E0,2023-09-23,Man City,Nott'm Forest,2,0,0.8315,0.1145,0.054,PSCH,2023-09-22,0.8777,0.0872,0.0351
elo-poisson,E0,2023-09-23,Man City,Nott'm Forest,2,0,0.8315,0.1145,0.054,PSCH,2023-09-22,0.8587,0.0984,0.0429
gbm,E0,2023-09-23,Man City,Nott'm Forest,2,0,0.8315,0.1145,0.054,PSCH,2023-09-22,0.8005,0.1156,0.0839
xg-dixon-coles,E0,2023-09-23,Man City,Nott'm Forest,2,0,0.8315,0.1145,0.054,PSCH,2023-09-22,0.8551,0.1036,0.0412
ensemble,E0,2023-09-23,Man City,Nott'm Forest,2,0,0.8315,0.1145,0.054,PSCH,2023-09-22,0.8509,0.1011,0.0479
dixon-coles,E0,2023-09-23,Crystal Palace,Fulham,0,0,0.4655,0.2883,0.2462,PSCH,2023-09-22,0.4177,0.2688,0.3135
elo-poisson,E0,2023-09-23,Crystal Palace,Fulham,0,0,0.4655,0.2883,0.2462,PSCH,2023-09-22,0.4145,0.2648,0.3207
gbm,E0,2023-09-23,Crystal Palace,Fulham,0,0,0.4655,0.2883,0.2462,PSCH,2023-09-22,0.506,0.2558,0.2382
xg-dixon-coles,E0,2023-09-23,Crystal Palace,Fulham,0,0,0.4655,0.2883,0.2462,PSCH,2023-09-22,0.4586,0.2661,0.2752
ensemble,E0,2023-09-23,Crystal Palace,Fulham,0,0,0.4655,0.2883,0.2462,PSCH,2023-09-22,0.4493,0.2648,0.2859
dixon-coles,E0,2023-09-23,Burnley,Man United,0,1,0.2252,0.2432,0.5316,PSCH,2023-09-22,0.2975,0.2598,0.4428
elo-poisson,E0,2023-09-23,Burnley,Man United,0,1,0.2252,0.2432,0.5316,PSCH,2023-09-22,0.3221,0.2664,0.4114
gbm,E0,2023-09-23,Burnley,Man United,0,1,0.2252,0.2432,0.5316,PSCH,2023-09-22,0.2611,0.2149,0.524
xg-dixon-coles,E0,2023-09-23,Burnley,Man United,0,1,0.2252,0.2432,0.5316,PSCH,2023-09-22,0.2961,0.2562,0.4477
ensemble,E0,2023-09-23,Burnley,Man United,0,1,0.2252,0.2432,0.5316,PSCH,2023-09-22,0.2944,0.2493,0.4563
dixon-coles,E0,2023-09-24,Liverpool,West Ham,3,1,0.6997,0.1725,0.1278,PSCH,2023-09-22,0.688,0.1767,0.1352
elo-poisson,E0,2023-09-24,Liverpool,West Ham,3,1,0.6997,0.1725,0.1278,PSCH,2023-09-22,0.692,0.186,0.122
gbm,E0,2023-09-24,Liverpool,West Ham,3,1,0.6997,0.1725,0.1278,PSCH,2023-09-22,0.6392,0.2188,0.142
xg-dixon-coles,E0,2023-09-24,Liverpool,West Ham,3,1,0.6997,0.1725,0.1278,PSCH,2023-09-22,0.6779,0.1785,0.1436
ensemble,E0,2023-09-24,Liverpool,West Ham,3,1,0.6997,0.1725,0.1278,PSCH,2023-09-22,0.6748,0.1895,0.1356
dixon-coles,E0,2023-09-24,Sheffield United,Newcastle,0,8,0.1605,0.2212,0.6184,PSCH,2023-09-22,0.241,0.2633,0.4957
elo-poisson,E0,2023-09-24,Sheffield United,Newcastle,0,8,0.1605,0.2212,0.6184,PSCH,2023-09-22,0.2162,0.2454,0.5384
gbm,E0,2023-09-24,Sheffield United,Newcastle,0,8,0.1605,0.2212,0.6184,PSCH,2023-09-22,0.202,0.1959,0.6021
xg-dixon-coles,E0,2023-09-24,Sheffield United,Newcastle,0,8,0.1605,0.2212,0.6184,PSCH,2023-09-22,0.1873,0.2414,0.5713
ensemble,E0,2023-09-24,Sheffield United,Newcastle,0,8,0.1605,0.2212,0.6184,PSCH,2023-09-22,0.2115,0.236,0.5525
dixon-coles,E0,2023-09-24,Arsenal,Tottenham,2,2,0.5887,0.2213,0.1901,PSCH,2023-09-22,0.5258,0.2089,0.2653
elo-poisson,E0,2023-09-24,Arsenal,Tottenham,2,2,0.5887,0.2213,0.1901,PSCH,2023-09-22,0.5379,0.2415,0.2206
gbm,E0,2023-09-24,Arsenal,Tottenham,2,2,0.5887,0.2213,0.1901,PSCH,2023-09-22,0.6811,0.1724,0.1465
xg-dixon-coles,E0,2023-09-24,Arsenal,Tottenham,2,2,0.5887,0.2213,0.1901,PSCH,2023-09-22,0.5361,0.2168,0.2471
ensemble,E0,2023-09-24,Arsenal,Tottenham,2,2,0.5887,0.2213,0.1901,PSCH,2023-09-22,0.5727,0.2105,0.2167
dixon-coles,E0,2023-09-24,Chelsea,Aston Villa,0,1,0.5123,0.249,0.2387,PSCH,2023-09-22,0.4556,0.2671,0.2773
elo-poisson,E0,2023-09-24,Chelsea,Aston Villa,0,1,0.5123,0.249,0.2387,PSCH,2023-09-22,0.3455,0.2675,0.3869
gbm,E0,2023-09-24,Chelsea,Aston Villa,0,1,0.5123,0.249,0.2387,PSCH,2023-09-22,0.4605,0.2893,0.2503
xg-dixon-coles,E0,2023-09-24,Chelsea,Aston Villa,0,1,0.5123,0.249,0.2387,PSCH,2023-09-22,0.4462,0.2668,0.2869
ensemble,E0,2023-09-24,Chelsea,Aston Villa,0,1,0.5123,0.249,0.2387,PSCH,2023-09-22,0.4271,0.2745,0.2984
dixon-coles,E0,2023-09-24,Brighton,Bournemouth,3,1,0.6396,0.1956,0.1648,PSCH,2023-09-22,0.6546,0.1951,0.1502
elo-poisson,E0,2023-09-24,Brighton,Bournemouth,3,1,0.6396,0.1956,0.1648,PSCH,2023-09-22,0.6495,0.2039,0.1466
gbm,E0,2023-09-24,Brighton,Bournemouth,3,1,0.6396,0.1956,0.1648,PSCH,2023-09-22,0.5746,0.3023,0.1231
xg-dixon-coles,E0,2023-09-24,Brighton,Bournemouth,3,1,0.6396,0.1956,0.1648,PSCH,2023-09-22,0.7004,0.1742,0.1254
ensemble,E0,2023-09-24,Brighton,Bournemouth,3,1,0.6396,0.1956,0.1648,PSCH,2023-09-22,0.6478,0.2155,0.1368
dixon-coles,E0,2023-09-30,Tottenham,Liverpool,2,1,0.3306,0.244,0.4254,PSCH,2023-09-22,0.3191,0.2205,0.4604
elo-poisson,E0,2023-09-30,Tottenham,Liverpool,2,1,0.3306,0.244,0.4254,PSCH,2023-09-22,0.2828,0.2619,0.4553
gbm,E0,2023-09-30,Tottenham,Liverpool,2,1,0.3306,0.244,0.4254,PSCH,2023-09-22,0.3174,0.2284,0.4542
xg-dixon-coles,E0,2023-09-30,Tottenham,Liverpool,2,1,0.3306,0.244,0.4254,PSCH,2023-09-22,0.333,0.2247,0.4422
ensemble,E0,2023-09-30,Tottenham,Liverpool,2,1,0.3306,0.244,0.4254,PSCH,2023-09-22,0.3129,0.2336,0.4535
dixon-coles,E0,2023-09-30,Wolves,Man City,2,1,0.113,0.1874,0.6997,PSCH,2023-09-22,0.0875,0.1658,0.7466
elo-poisson,E0,2023-09-30,Wolves,Man City,2,1,0.113,0.1874,0.6997,PSCH,2023-09-22,0.088,0.1649,0.7472
gbm,E0,2023-09-30,Wolves,Man City,2,1,0.113,0.1874,0.6997,PSCH,2023-09-22,0.1636,0.1748,0.6616
xg-dixon-coles,E0,2023-09-30,Wolves,Man City,2,1,0.113,0.1874,0.6997,PSCH,2023-09-22,0.0798,0.1603,0.7599
ensemble,E0,2023-09-30,Wolves,Man City,2,1,0.113,0.1874,0.6997,PSCH,2023-09-22,0.1007,0.1673,0.732
dixon-coles,E0,2023-09-30,West Ham,Sheffield United,2,0,0.6577,0.2032,0.1391,PSCH,2023-09-22,0.5548,0.2418,0.2034
elo-poisson,E0,2023-09-30,West Ham,Sheffield United,2,0,0.6577,0.2032,0.1391,PSCH,2023-09-22,0.5335,0.2427,0.2238
gbm,E0,2023-09-30,West Ham,Sheffield United,2,0,0.6577,0.2032,0.1391,PSCH,2023-09-22,0.5939,0.2006,0.2055
xg-dixon-coles,E0,2023-09-30,West Ham,Sheffield United,2,0,0.6577,0.2032,0.1391,PSCH,2023-09-22,0.5708,0.2364,0.1928
ensemble,E0,2023-09-30,West Ham,Sheffield United,2,0,0.6577,0.2032,0.1391,PSCH,2023-09-22,0.5636,0.23,0.2064
dixon-coles,E0,2023-09-30,Newcastle,Burnley,2,0,0.7017,0.1848,0.1135,PSCH,2023-09-22,0.5762,0.2338,0.19
elo-poisson,E0,2023-09-30,Newcastle,Burnley,2,0,0.7017,0.1848,0.1135,PSCH,2023-09-22,0.5797,0.2291,0.1913
gbm,E0,2023-09-30,Newcastle,Burnley,2,0,0.7017,0.1848,0.1135,PSCH,2023-09-22,0.6863,0.1891,0.1247
xg-dixon-coles,E0,2023-09-30,Newcastle,Burnley,2,0,0.7017,0.1848,0.1135,PSCH,2023-09-22,0.6324,0.215,0.1527
ensemble,E0,2023-09-30,Newcastle,Burnley,2,0,0.7017,0.1848,0.1135,PSCH,2023-09-22,0.62,0.2171,0.163
dixon-coles,E0,2023-09-30,Man United,Crystal Palace,0,1,0.6148,0.2223,0.163,PSCH,2023-09-22,0.5319,0.2491,0.219
elo-poisson,E0,2023-09-30,Man United,Crystal Palace,0,1,0.6148,0.2223,0.163,PSCH,2023-09-22,0.5602,0.2351,0.2046
gbm,E0,2023-09-30,Man United,Crystal Palace,0,1,0.6148,0.2223,0.163,PSCH,2023-09-22,0.6009,0.2113,0.1877
xg-dixon-coles,E0,2023-09-30,Man United,Crystal Palace,0,1,0.6148,0.2223,0.163,PSCH,2023-09-22,0.5244,0.2527,0.2229
ensemble,E0,2023-09-30,Man United,Crystal Palace,0,1,0.6148,0.2223,0.163,PSCH,2023-09-22,0.5546,0.2369,0.2085
dixon-coles,E0,2023-09-30,Everton,Luton,1,2,0.5821,0.2474,0.1705,PSCH,2023-09-22,0.5095,0.2734,0.2172
elo-poisson,E0,2023-09-30,Everton,Luton,1,2,0.5821,0.2474,0.1705,PSCH,2023-09-22,0.4182,0.2644,0.3174
gbm,E0,2023-09-30,Everton,Luton,1,2,0.5821,0.2474,0.1705,PSCH,2023-09-22,0.4695,0.2679,0.2626
xg-dixon-coles,E0,2023-09-30,Everton,Luton,1,2,0.5821,0.2474,0.1705,PSCH,2023-09-22,0.5234,0.2645,0.2121
ensemble,E0,2023-09-30,Everton,Luton,1,2,0.5821,0.2474,0.1705,PSCH,2023-09-22,0.4808,0.2689,0.2502
dixon-coles,E0,2023-09-30,Bournemouth,Arsenal,0,4,0.1607,0.2108,0.6284,PSCH,2023-09-22,0.1698,0.2034,0.6269
elo-poisson,E0,2023-09-30,Bournemouth,Arsenal,0,4,0.1607,0.2108,0.6284,PSCH,2023-09-22,0.1498,0.214,0.6362
gbm,E0,2023-09-30,Bournemouth,Arsenal,0,4,0.1607,0.2108,0.6284,PSCH,2023-09-22,0.177,0.1885,0.6345
xg-dixon-coles,E0,2023-09-30,Bournemouth,Arsenal,0,4,0.1607,0.2108,0.6284,PSCH,2023-09-22,0.173,0.213,0.614
ensemble,E0,2023-09-30,Bournemouth,Arsenal,0,4,0.1607,0.2108,0.6284,PSCH,2023-09-22,0.1672,0.2046,0.6282
dixon-coles,E0,2023-09-30,Aston Villa,Brighton,6,1,0.3932,0.2597,0.3472,PSCH,2023-09-22,0.4019,0.2449,0.3532
elo-poisson,E0,2023-09-30,Aston Villa,Brighton,6,1,0.3932,0.2597,0.3472,PSCH,2023-09-22,0.4079,0.2654,0.3267
gbm,E0,2023-09-30,Aston Villa,Brighton,6,1,0.3932,0.2597,0.3472,PSCH,2023-09-22,0.3948,0.303,0.3022
xg-dixon-coles,E0,2023-09-30,Aston Villa,Brighton,6,1,0.3932,0.2597,0.3472,PSCH,2023-09-22,0.3762,0.2397,0.3842
ensemble,E0,2023-09-30,Aston Villa,Brighton,6,1,0.3932,0.2597,0.3472,PSCH,2023-09-22,0.3961,0.2628,0.3411
dixon-coles,E0,2023-10-01,Nott'm Forest,Brentford,1,1,0.3735,0.2992,0.3273,PSCH,2023-09-22,0.2728,0.266,0.4612
elo-poisson,E0,2023-10-01,Nott'm Forest,Brentford,1,1,0.3735,0.2992,0.3273,PSCH,2023-09-22,0.2699,0.2597,0.4704
gbm,E0,2023-10-01,Nott'm Forest,Brentford,1,1,0.3735,0.2992,0.3273,PSCH,2023-09-22,0.2868,0.1913,0.522
xg-dixon-coles,E0,2023-10-01,Nott'm Forest,Brentford,1,1,0.3735,0.2992,0.3273,PSCH,2023-09-22,0.2566,0.2651,0.4783
ensemble,E0,2023-10-01,Nott'm Forest,Brentford,1,1,0.3735,0.2992,0.3273,PSCH,2023-09-22,0.2721,0.244,0.4839
dixon-coles,E0,2023-10-02,Fulham,Chelsea,0,2,0.2782,0.2806,0.4412,PSCH,2023-09-22,0.3349,0.2715,0.3936
elo-poisson,E0,2023-10-02,Fulham,Chelsea,0,2,0.2782,0.2806,0.4412,PSCH,2023-09-22,0.4106,0.2652,0.3242
gbm,E0,2023-10-02,Fulham,Chelsea,0,2,0.2782,0.2806,0.4412,PSCH,2023-09-22,0.3084,0.2295,0.462
xg-dixon-coles,E0,2023-10-02,Fulham,Chelsea,0,2,0.2782,0.2806,0.4412,PSCH,2023-09-22,0.3187,0.2629,0.4184
ensemble,E0,2023-10-02,Fulham,Chelsea,0,2,0.2782,0.2806,0.4412,PSCH,2023-09-22,0.343,0.2583,0.3987
dixon-coles,E0,2023-10-03,Luton,Burnley,1,2,0.3319,0.3041,0.364,PSCH,2023-09-22,0.2671,0.2794,0.4535
elo-poisson,E0,2023-10-03,Luton,Burnley,1,2,0.3319,0.3041,0.364,PSCH,2023-09-22,0.3103,0.2654,0.4243
gbm,E0,2023-10-03,Luton,Burnley,1,2,0.3319,0.3041,0.364,PSCH,2023-09-22,0.4193,0.2309,0.3498
xg-dixon-coles,E0,2023-10-03,Luton,Burnley,1,2,0.3319,0.3041,0.364,PSCH,2023-09-22,0.2786,0.2878,0.4337
ensemble,E0,2023-10-03,Luton,Burnley,1,2,0.3319,0.3041,0.364,PSCH,2023-09-22,0.3162,0.2671,0.4167
dixon-coles,E0,2023-10-07,Luton,Tottenham,0,1,0.1427,0.1884,0.669,PSCH,2023-09-22,0.1415,0.1893,0.6692
elo-poisson,E0,2023-10-07,Luton,Tottenham,0,1,0.1427,0.1884,0.669,PSCH,2023-09-22,0.2112,0.2436,0.5452
gbm,E0,2023-10-07,Luton,Tottenham,0,1,0.1427,0.1884,0.669,PSCH,2023-09-22,0.2423,0.1876,0.5701
xg-dixon-coles,E0,2023-10-07,Luton,Tottenham,0,1,0.1427,0.1884,0.669,PSCH,2023-09-22,0.1648,0.2159,0.6193
ensemble,E0,2023-10-07,Luton,Tottenham,0,1,0.1427,0.1884,0.669,PSCH,2023-09-22,0.1872,0.2094,0.6034
dixon-coles,E0,2023-10-07,Burnley,Chelsea,1,4,0.1868,0.2386,0.5746,PSCH,2023-09-22,0.2986,0.2827,0.4187
elo-poisson,E0,2023-10-07,Burnley,Chelsea,1,4,0.1868,0.2386,0.5746,PSCH,2023-09-22,0.4193,0.2643,0.3164
gbm,E0,2023-10-07,Burnley,Chelsea,1,4,0.1868,0.2386,0.5746,PSCH,2023-09-22,0.2773,0.2664,0.4564
xg-dixon-coles,E0,2023-10-07,Burnley,Chelsea,1,4,0.1868,0.2386,0.5746,PSCH,2023-09-22,0.3063,0.2805,0.4131
ensemble,E0,2023-10-07,Burnley,Chelsea,1,4,0.1868,0.2386,0.5746,PSCH,2023-09-22,0.3237,0.2756,0.4007
dixon-coles,E0,2023-10-07,Fulham,Sheffield United,3,1,0.6391,0.213,0.1479,PSCH,2023-09-22,0.5137,0.2536,0.2327
elo-poisson,E0,2023-10-07,Fulham,Sheffield United,3,1,0.6391,0.213,0.1479,PSCH,2023-09-22,0.5088,0.2489,0.2424
gbm,E0,2023-10-07,Fulham,Sheffield United,3,1,0.6391,0.213,0.1479,PSCH,2023-09-22,0.5737,0.1967,0.2296
xg-dixon-coles,E0,2023-10-07,Fulham,Sheffield United,3,1,0.6391,0.213,0.1479,PSCH,2023-09-22,0.5141,0.2497,0.2362
ensemble,E0,2023-10-07,Fulham,Sheffield United,3,1,0.6391,0.213,0.1479,PSCH,2023-09-22,0.528,0.2364,0.2356
dixon-coles,E0,2023-10-07,Everton,Bournemouth,3,0,0.507,0.2589,0.2341,PSCH,2023-09-22,0.4296,0.2761,0.2944
elo-poisson,E0,2023-10-07,Everton,Bournemouth,3,0,0.507,0.2589,0.2341,PSCH,2023-09-22,0.4037,0.2658,0.3305
gbm,E0,2023-10-07,Everton,Bournemouth,3,0,0.507,0.2589,0.2341,PSCH,2023-09-22,0.4659,0.2547,0.2794
xg-dixon-coles,E0,2023-10-07,Everton,Bournemouth,3,0,0.507,0.2589,0.2341,PSCH,2023-09-22,0.4559,0.2649,0.2792
ensemble,E0,2023-10-07,Everton,Bournemouth,3,0,0.507,0.2589,0.2341,PSCH,2023-09-22,0.4388,0.2656,0.2956
dixon-coles,E0,2023-10-07,Man United,Brentford,2,1,0.596,0.2244,0.1796,PSCH,2023-09-22,0.4844,0.2499,0.2656
elo-poisson,E0,2023-10-07,Man United,Brentford,2,1,0.596,0.2244,0.1796,PSCH,2023-09-22,0.4431,0.2613,0.2956
gbm,E0,2023-10-07,Man United,Brentford,2,1,0.596,0.2244,0.1796,PSCH,2023-09-22,0.4834,0.2218,0.2948
xg-dixon-coles,E0,2023-10-07,Man United,Brentford,2,1,0.596,0.2244,0.1796,PSCH,2023-09-22,0.4574,0.2512,0.2914
ensemble,E0,2023-10-07,Man United,Brentford,2,1,0.596,0.2244,0.1796,PSCH,2023-09-22,0.4672,0.2459,0.2869
dixon-coles,E0,2023-10-07,Crystal Palace,Nott'm Forest,0,0,0.4179,0.3134,0.2687,PSCH,2023-09-22,0.5148,0.2651,0.2202
elo-poisson,E0,2023-10-07,Crystal Palace,Nott'm Forest,0,0,0.4179,0.3134,0.2687,PSCH,2023-09-22,0.4832,0.2544,0.2624
gbm,E0,2023-10-07,Crystal Palace,Nott'm Forest,0,0,0.4179,0.3134,0.2687,PSCH,2023-09-22,0.592,0.2144,0.1936
xg-dixon-coles,E0,2023-10-07,Crystal Palace,Nott'm Forest,0,0,0.4179,0.3134,0.2687,PSCH,2023-09-22,0.507,0.274,0.219
